Survived,Pclass,Sex_Encoded,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Age_Standardized,Fare_Standardized
0,3,1,21.0,0,0,7.925,False,True,-0.6425863043961658,-0.4888542575852486
0,2,1,29.0,1,0,21.0,False,True,-0.027787557825836348,-0.22559322262067316
0,3,1,28.0,0,0,8.05,False,True,-0.10463740114712752,-0.4863374216869257
0,2,1,32.5,1,0,30.0708,False,False,0.24118689379868277,-0.04295550208861426
1,2,0,32.5,0,0,13.0,False,True,0.24118689379868277,-0.3866707201133388
1,3,1,12.0,1,0,11.2417,False,False,-1.3342348942877864,-0.42207354059350805
0,3,1,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
1,3,1,24.0,0,0,7.1417,False,True,-0.41203677443229225,-0.5046257580584992
1,3,0,28.0,1,1,22.3583,False,False,-0.10463740114712752,-0.19824427701513722
0,3,1,45.0,0,0,6.975,False,True,1.2018099353148226,-0.5079822104125026
0,3,1,33.0,0,0,7.8958,False,False,0.27961181545932834,-0.4894421904510968
0,3,1,20.0,0,0,7.05,False,True,-0.719436147717457,-0.5064721088735089
0,3,0,47.0,1,0,14.5,False,True,1.3555096219574048,-0.35646868933346404
1,2,0,29.0,1,0,26.0,False,True,-0.027787557825836348,-0.12491978668775715
0,2,1,25.0,0,0,13.0,False,True,-0.33518693111100106,-0.3866707201133388
0,2,1,23.0,0,0,15.0458,False,False,-0.48888661775358344,-0.3454791770670269
1,1,0,19.0,0,2,26.2833,False,True,-0.7962859910387481,-0.11921562980779811
0,1,1,37.0,1,0,53.1,False,True,0.5870111887444931,0.4207302360686478
0,3,1,16.0,0,0,9.2167,False,True,-1.0268355210026217,-0.4628462821463391
0,3,0,28.0,0,2,15.2458,False,False,-0.10463740114712752,-0.3414522396297103
1,3,0,22.0,0,0,7.75,False,True,-0.5657364610748746,-0.49237782784290063
1,3,0,24.0,1,0,15.85,False,True,-0.41203677443229225,-0.32928686163157667
0,3,1,19.0,0,0,6.75,True,False,-0.7962859910387481,-0.5125125150294839
0,2,1,18.0,0,0,11.5,False,True,-0.8731358343600393,-0.41687275089321363
0,2,1,19.0,1,1,36.75,False,True,-0.7962859910387481,0.09152810056801232
1,3,1,27.0,0,0,7.7958,False,True,-0.1814872444684187,-0.49145565916975514
0,3,0,9.0,2,2,34.375,False,True,-1.56478442425166,0.04370821849987721
0,2,1,36.5,0,2,26.0,False,True,0.5485862670838475,-0.12491978668775715
0,2,1,42.0,0,0,13.0,False,True,0.9712604053509489,-0.3866707201133388
0,2,1,51.0,0,0,12.525,False,True,1.6629089952425695,-0.39623469652696586
0,3,1,40.5,0,2,14.5,False,True,0.8559856403690123,-0.35646868933346404
0,3,1,28.0,0,0,7.3125,False,True,-0.10463740114712752,-0.5011867534870308
0,1,1,51.0,0,1,61.3792,False,False,1.6629089952425695,0.5874293382238074
1,3,0,16.0,0,0,7.7333,True,False,-1.0268355210026217,-0.49271407711891657
0,3,1,30.0,0,0,8.05,False,True,0.04906228549545483,-0.4863374216869257
0,3,1,28.0,0,0,8.6625,False,True,-0.10463740114712752,-0.47400492578514347
0,3,1,44.0,0,1,16.1,False,True,1.1249600919935314,-0.32425318983493084
1,2,0,40.0,0,0,15.75,False,True,0.8175607187083667,-0.331300330350235
0,3,1,26.0,0,0,7.775,False,True,-0.2583370877897099,-0.4918744606632361
0,3,1,17.0,0,0,8.6625,False,True,-0.9499856776813305,-0.47400492578514347
1,3,1,9.0,0,2,20.525,False,True,-1.56478442425166,-0.2351571990343002
1,1,0,28.0,0,1,55.0,False,True,-0.10463740114712752,0.4589861417231558
0,3,0,45.0,1,4,27.9,False,True,1.2018099353148226,-0.08666388103324908
0,1,1,28.0,0,0,25.925,False,True,-0.10463740114712752,-0.12642988822675086
0,3,1,28.0,0,0,56.4958,False,True,-0.10463740114712752,0.48910360681684706
0,3,1,4.0,4,1,29.125,True,False,-1.949033640858116,-0.06199888922968463
0,3,1,21.0,0,0,7.925,False,True,-0.6425863043961658,-0.4888542575852486
0,3,1,18.0,1,1,7.8542,False,True,-0.8731358343600393,-0.4902797934380587
0,3,1,28.0,3,1,25.4667,False,True,-0.10463740114712752,-0.13565761536436197
0,1,0,50.0,0,0,28.7125,False,False,1.5860591519212783,-0.07030444769415023
0,2,1,30.0,0,0,13.0,False,True,0.04906228549545483,-0.3866707201133388
0,3,1,36.0,0,0,0.0,False,True,0.5101613454232019,-0.6484216535389205
0,2,1,28.0,0,0,15.05,False,False,-0.10463740114712752,-0.34539461138084326
0,3,1,9.0,4,2,31.3875,False,True,-1.56478442425166,-0.016444159470040135
1,3,0,4.0,0,2,22.025,False,True,-1.949033640858116,-0.20495516825442542
0,1,1,28.0,0,0,50.0,False,True,-0.10463740114712752,0.3583127057902398
1,3,0,28.0,1,0,15.5,True,False,-0.10463740114712752,-0.3363340021468808
1,1,1,45.0,0,0,26.55,False,True,1.2018099353148226,-0.11384570873513637
0,3,1,40.0,1,1,15.5,True,False,0.8175607187083667,-0.3363340021468808
0,3,1,36.0,0,0,7.8958,False,True,0.5101613454232019,-0.4894421904510968
1,2,0,32.0,0,0,13.0,False,True,0.20276197213803718,-0.3866707201133388
0,2,1,19.0,0,0,13.0,False,True,-0.7962859910387481,-0.3866707201133388
1,3,0,19.0,1,0,7.8542,False,True,-0.7962859910387481,-0.4902797934380587
1,2,1,3.0,1,1,26.0,False,True,-2.025883484179407,-0.12491978668775715
1,1,0,44.0,0,0,27.7208,False,False,1.1249600919935314,-0.09027201697708476
0,3,1,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
0,3,1,42.0,0,1,8.4042,False,True,0.9712604053509489,-0.47920571548543794
1,3,0,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
0,2,0,24.0,0,0,13.0,False,True,-0.41203677443229225,-0.3866707201133388
0,3,1,28.0,0,0,9.5,False,True,-0.10463740114712752,-0.45714212526638004
0,3,1,34.0,0,0,6.4958,False,True,0.35646165878061953,-0.5176307525123133
0,3,1,45.5,0,0,7.225,False,False,1.2402348569754682,-0.5029485386158568
1,3,1,18.0,0,0,8.05,False,True,-0.8731358343600393,-0.4863374216869257
0,3,1,32.0,1,0,15.85,False,True,0.20276197213803718,-0.32928686163157667
1,3,1,26.0,0,0,18.7875,False,False,-0.2583370877897099,-0.2701412180209885
1,3,0,16.0,0,0,7.75,True,False,-1.0268355210026217,-0.49237782784290063
1,1,1,40.0,0,0,31.0,False,False,0.8175607187083667,-0.024246350754841113
0,3,1,24.0,0,0,7.05,False,True,-0.41203677443229225,-0.5064721088735089
1,2,0,35.0,0,0,21.0,False,True,0.4333115021019107,-0.22559322262067316
0,3,1,22.0,0,0,7.25,False,True,-0.5657364610748746,-0.5024451714361923
0,2,1,30.0,0,0,13.0,False,True,0.04906228549545483,-0.3866707201133388
0,3,1,28.0,1,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
1,3,0,27.0,0,0,7.925,False,True,-0.1814872444684187,-0.4888542575852486
0,2,1,42.0,1,0,27.0,False,True,0.9712604053509489,-0.10478509950117394
0,2,1,30.0,0,0,10.5,False,True,0.04906228549545483,-0.43700743807979686
1,3,1,16.0,0,0,8.05,False,True,-1.0268355210026217,-0.4863374216869257
0,2,1,27.0,0,0,13.0,False,True,-0.1814872444684187,-0.3866707201133388
0,3,1,51.0,0,0,8.05,False,True,1.6629089952425695,-0.4863374216869257
0,3,1,28.0,0,0,7.8958,False,True,-0.10463740114712752,-0.4894421904510968
0,3,1,22.0,0,0,9.35,False,True,-0.5657364610748746,-0.4601623283443675
1,2,1,19.0,0,0,10.5,False,True,-0.7962859910387481,-0.43700743807979686
0,3,1,20.5,0,0,7.25,False,True,-0.6810112260568114,-0.5024451714361923
0,2,1,18.0,0,0,13.0,False,True,-0.8731358343600393,-0.3866707201133388
0,3,0,28.0,3,1,25.4667,False,True,-0.10463740114712752,-0.13565761536436197
0,3,1,29.0,0,0,7.775,False,True,-0.027787557825836348,-0.4918744606632361
1,3,0,5.0,4,2,31.3875,False,True,-1.8721837975368247,-0.016444159470040135
0,2,1,24.0,0,0,10.5,False,True,-0.41203677443229225,-0.43700743807979686
0,3,0,28.0,0,0,7.55,False,True,-0.10463740114712752,-0.49640476528021726
0,2,1,44.0,1,0,26.0,False,True,1.1249600919935314,-0.12491978668775715
1,2,0,8.0,0,2,26.25,False,True,-1.6416342675729512,-0.11988611489111134
0,2,1,19.0,0,0,10.5,False,True,-0.7962859910387481,-0.43700743807979686
0,2,1,33.0,0,0,12.275,False,True,0.27961181545932834,-0.4012683683236117
0,3,0,28.0,1,0,14.4542,False,False,-0.10463740114712752,-0.3573908580066095
1,3,0,28.0,1,0,15.5,True,False,-0.10463740114712752,-0.3363340021468808
0,2,1,29.0,0,0,10.5,False,True,-0.027787557825836348,-0.43700743807979686
0,3,1,22.0,0,0,7.125,False,True,-0.5657364610748746,-0.5049620073345151
0,3,1,30.0,0,0,7.225,False,False,0.04906228549545483,-0.5029485386158568
0,3,0,25.0,0,0,7.775,False,True,-0.33518693111100106,-0.4918744606632361
1,2,0,24.0,0,2,14.5,False,True,-0.41203677443229225,-0.35646868933346404
1,1,1,37.0,1,1,52.5542,False,True,0.5870111887444931,0.40974072380221066
0,2,1,54.0,1,0,26.0,False,True,1.893458525206443,-0.12491978668775715
0,3,1,28.0,0,0,7.25,False,True,-0.10463740114712752,-0.5024451714361923
0,3,0,29.0,1,1,10.4625,False,True,-0.027787557825836348,-0.43776248884929375
0,3,1,30.0,1,0,16.1,False,True,0.04906228549545483,-0.32425318983493084
0,3,0,41.0,0,2,20.2125,False,True,0.8944105620296577,-0.2414492887801075
1,3,0,29.0,0,2,15.2458,False,False,-0.027787557825836348,-0.3414522396297103
1,2,0,50.0,0,1,26.0,False,True,1.5860591519212783,-0.12491978668775715
0,3,1,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
1,3,1,3.0,4,2,31.3875,False,True,-2.025883484179407,-0.016444159470040135
0,1,1,40.0,0,0,0.0,False,True,0.8175607187083667,-0.6484216535389205
0,3,0,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
0,2,1,36.0,0,0,10.5,False,True,0.5101613454232019,-0.43700743807979686
0,3,1,16.0,4,1,39.6875,False,True,-1.0268355210026217,0.1506737441786005
1,3,1,25.0,1,0,7.775,False,True,-0.33518693111100106,-0.4918744606632361
0,1,1,28.0,0,0,31.0,False,True,-0.10463740114712752,-0.024246350754841113
1,3,1,25.0,0,0,0.0,False,True,-0.33518693111100106,-0.6484216535389205
1,2,0,41.0,0,1,19.5,False,True,0.8944105620296577,-0.255795253400548
0,1,1,37.0,0,1,29.7,False,False,0.5870111887444931,-0.05042144409739929
1,3,0,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
0,3,0,45.0,0,0,7.75,False,True,1.2018099353148226,-0.49237782784290063
0,2,1,28.0,0,0,0.0,False,True,-0.10463740114712752,-0.6484216535389205
0,3,1,7.0,4,1,29.125,True,False,-1.7184841108942424,-0.06199888922968463
1,3,0,35.0,1,1,20.25,False,True,0.4333115021019107,-0.24069423801061057
0,3,1,28.0,0,0,7.8542,False,True,-0.10463740114712752,-0.4902797934380587
0,3,1,16.0,0,0,9.5,False,True,-1.0268355210026217,-0.45714212526638004
1,3,1,19.0,0,0,8.05,False,True,-0.7962859910387481,-0.4863374216869257
0,1,1,28.0,0,0,26.0,False,True,-0.10463740114712752,-0.12491978668775715
0,3,1,33.0,0,0,8.6625,False,False,0.27961181545932834,-0.47400492578514347
1,3,1,30.0,0,0,9.5,False,True,0.04906228549545483,-0.45714212526638004
0,3,1,22.0,0,0,7.8958,False,True,-0.5657364610748746,-0.4894421904510968
1,2,1,42.0,0,0,13.0,False,True,0.9712604053509489,-0.3866707201133388
1,3,0,22.0,0,0,7.75,True,False,-0.5657364610748746,-0.49237782784290063
0,2,1,36.0,0,0,12.875,False,False,0.5101613454232019,-0.3891875560116617
0,3,0,24.0,0,0,8.85,False,True,-0.41203677443229225,-0.4702296719376591
0,3,1,24.0,0,0,7.8958,False,True,-0.41203677443229225,-0.4894421904510968
0,1,1,28.0,0,0,27.7208,False,False,-0.10463740114712752,-0.09027201697708476
0,3,1,23.5,0,0,7.2292,False,False,-0.45046169609293785,-0.5028639729296732
1,1,1,28.0,0,0,30.5,False,True,-0.10463740114712752,-0.034313694348132716
1,3,0,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
1,3,1,28.0,2,0,23.25,True,False,-0.10463740114712752,-0.18029017645086096
0,3,1,19.0,0,0,0.0,False,True,-0.7962859910387481,-0.6484216535389205
1,2,0,28.0,0,0,12.35,True,False,-0.10463740114712752,-0.3997582667846179
0,3,1,28.0,0,0,8.05,False,True,-0.10463740114712752,-0.4863374216869257
0,2,1,30.0,1,0,24.0,False,False,0.04906228549545483,-0.16518916106092355
1,1,0,30.0,0,0,56.9292,False,False,0.04906228549545483,0.49782998024351216
0,2,0,26.0,1,1,26.0,False,True,-0.2583370877897099,-0.12491978668775715
0,3,1,28.0,0,0,7.8958,False,True,-0.10463740114712752,-0.4894421904510968
0,2,1,43.0,1,1,26.25,False,True,1.0481102486722402,-0.11988611489111134
1,3,0,26.0,0,0,7.8542,False,True,-0.2583370877897099,-0.4902797934380587
1,2,0,24.0,1,0,26.0,False,True,-0.41203677443229225,-0.12491978668775715
0,2,1,54.0,0,0,14.0,False,True,1.893458525206443,-0.36653603292675563
0,3,1,22.0,0,0,7.25,False,True,-0.5657364610748746,-0.5024451714361923
0,3,1,27.0,0,0,7.8958,False,True,-0.1814872444684187,-0.4894421904510968
1,2,0,30.0,0,0,12.35,True,False,0.04906228549545483,-0.3997582667846179
1,2,0,22.0,1,1,29.0,False,True,-0.5657364610748746,-0.06451572512800753
1,2,0,36.0,0,0,13.0,False,True,0.5101613454232019,-0.3866707201133388
1,3,0,31.0,1,1,20.525,False,True,0.12591212881674602,-0.2351571990343002
1,1,0,16.0,0,1,57.9792,False,False,-1.0268355210026217,0.5189714017894245
1,3,0,28.0,2,0,23.25,True,False,-0.10463740114712752,-0.18029017645086096
0,1,1,45.5,0,0,28.5,False,True,1.2402348569754682,-0.07458306872129913
0,3,1,16.0,2,0,18.0,False,True,-1.0268355210026217,-0.2859972841804228
0,3,1,28.0,0,0,7.8958,False,True,-0.10463740114712752,-0.4894421904510968
1,3,1,45.0,0,0,8.05,False,True,1.2018099353148226,-0.4863374216869257
0,1,1,45.0,0,0,35.5,False,True,1.2018099353148226,0.06635974158478332
0,2,1,28.0,0,0,13.0,False,True,-0.10463740114712752,-0.3866707201133388
0,2,1,25.0,0,0,13.0,False,True,-0.33518693111100106,-0.3866707201133388
0,2,1,36.0,0,0,13.0,False,True,0.5101613454232019,-0.3866707201133388
1,2,0,24.0,0,0,13.0,False,True,-0.41203677443229225,-0.3866707201133388
1,2,0,40.0,0,0,13.0,False,True,0.8175607187083667,-0.3866707201133388
1,3,0,28.0,1,0,16.1,False,True,-0.10463740114712752,-0.32425318983493084
1,3,1,3.0,1,1,15.9,False,True,-2.025883484179407,-0.32828012727224753
0,3,1,42.0,0,0,8.6625,False,True,0.9712604053509489,-0.47400492578514347
0,3,1,23.0,0,0,9.225,False,True,-0.48888661775358344,-0.4626791642426904
0,1,1,28.0,0,0,35.0,False,True,-0.10463740114712752,0.05629239799149171
0,3,1,15.0,1,1,7.2292,False,False,-1.1036853643239128,-0.5028639729296732
0,3,1,25.0,1,0,17.8,False,True,-0.33518693111100106,-0.29002422161773944
0,3,1,28.0,0,0,7.225,False,False,-0.10463740114712752,-0.5029485386158568
0,3,1,28.0,0,0,9.5,False,True,-0.10463740114712752,-0.45714212526638004
1,1,0,22.0,0,1,55.0,False,True,-0.5657364610748746,0.4589861417231558
0,2,0,38.0,0,0,13.0,False,True,0.6638610320657843,-0.3866707201133388
1,3,0,28.0,0,0,7.8792,True,False,-0.10463740114712752,-0.48977642625839407
1,3,0,28.0,0,0,7.8792,True,False,-0.10463740114712752,-0.48977642625839407
0,3,1,40.0,1,4,27.9,False,True,0.8175607187083667,-0.08666388103324908
0,2,1,29.0,1,0,27.7208,False,False,-0.027787557825836348,-0.09027201697708476
0,3,0,45.0,0,1,14.4542,False,False,1.2018099353148226,-0.3573908580066095
0,3,1,35.0,0,0,7.05,False,True,0.4333115021019107,-0.5064721088735089
0,3,1,28.0,1,0,15.5,True,False,-0.10463740114712752,-0.3363340021468808
0,3,1,30.0,0,0,7.25,False,True,0.04906228549545483,-0.5024451714361923
1,3,0,28.0,0,0,7.2292,False,False,-0.10463740114712752,-0.5028639729296732
1,3,0,28.0,0,0,7.75,True,False,-0.10463740114712752,-0.49237782784290063
1,1,1,25.0,1,0,55.4417,False,False,-0.33518693111100106,0.4678796330534696
0,3,1,18.0,1,0,6.4958,False,True,-0.8731358343600393,-0.5176307525123133
0,3,1,19.0,0,0,8.05,False,True,-0.7962859910387481,-0.4863374216869257
0,3,0,3.0,3,1,21.075,False,True,-2.025883484179407,-0.22408312108167944
1,3,0,22.0,0,0,7.25,False,True,-0.5657364610748746,-0.5024451714361923
0,3,1,20.0,0,0,4.0125,False,False,-0.719436147717457,-0.5676312212027554
0,3,1,19.0,0,0,7.775,False,True,-0.7962859910387481,-0.4918744606632361
0,3,1,32.0,0,0,7.925,False,True,0.20276197213803718,-0.4888542575852486
1,1,0,35.0,1,0,52.0,False,True,0.4333115021019107,0.39858208016340624
0,3,1,28.0,0,0,7.8958,False,True,-0.10463740114712752,-0.4894421904510968
1,2,0,36.0,0,0,13.0,False,True,0.5101613454232019,-0.3866707201133388
0,3,1,28.0,0,0,7.7292,True,False,-0.10463740114712752,-0.49279662933638163
1,2,0,17.0,0,0,12.0,False,False,-0.9499856776813305,-0.40680540729992204
1,3,1,21.0,0,0,7.7958,False,True,-0.6425863043961658,-0.49145565916975514
0,3,1,28.0,2,0,7.925,False,True,-0.10463740114712752,-0.4888542575852486
1,3,0,24.0,0,2,16.7,False,True,-0.41203677443229225,-0.312172377522981
0,3,1,22.0,0,0,7.7958,False,True,-0.5657364610748746,-0.49145565916975514
0,3,0,31.0,0,0,7.8542,False,True,0.12591212881674602,-0.4902797934380587
0,2,1,46.0,0,0,26.0,False,True,1.2786597786361138,-0.12491978668775715
0,2,1,23.0,0,0,10.5,False,True,-0.48888661775358344,-0.43700743807979686
1,2,0,28.0,0,0,12.65,False,True,-0.10463740114712752,-0.393717860628643
1,3,1,39.0,0,0,7.925,False,True,0.7407108753870755,-0.4888542575852486
0,3,1,26.0,0,0,8.05,False,True,-0.2583370877897099,-0.4863374216869257
0,3,0,21.0,1,0,9.825,False,True,-0.6425863043961658,-0.4505983519307405
0,3,1,28.0,1,0,15.85,False,True,-0.10463740114712752,-0.32928686163157667
0,3,0,20.0,0,0,8.6625,False,True,-0.719436147717457,-0.47400492578514347
0,2,1,34.0,1,0,21.0,False,True,0.35646165878061953,-0.22559322262067316
0,3,1,51.0,0,0,7.75,False,True,1.6629089952425695,-0.49237782784290063
1,2,1,3.0,1,1,18.75,False,True,-2.025883484179407,-0.2708962687904854
0,3,1,21.0,0,0,7.775,False,True,-0.6425863043961658,-0.4918744606632361
0,3,0,28.0,3,1,25.4667,False,True,-0.10463740114712752,-0.13565761536436197
0,3,1,28.0,0,0,7.8958,False,True,-0.10463740114712752,-0.4894421904510968
0,3,1,28.0,0,0,6.8583,True,False,-0.10463740114712752,-0.5103319284071769
0,2,1,28.0,0,0,0.0,False,True,-0.10463740114712752,-0.6484216535389205
1,3,1,44.0,0,0,7.925,False,True,1.1249600919935314,-0.4888542575852486
